"Carimbo de data/hora";"ID da resposta";"Endereço de e-mail";"Qual é a sua idade (em anos)?";"Quantos dispositivos eletrônicos você possui (celular, notebook, tablet, smartwatch etc.)?";"Quantas horas por dia você usa a internet?";"Quantas horas por dia você passa em redes sociais?";"Quantos aplicativos de redes sociais você tem instalados no celular?";"Há quantos anos você possui um smartphone?";"Quanto você gasta, em média por mês, com assinaturas ou serviços de tecnologia, em R$?";"Com que idade você começou a usar a internet?";"Quantas horas de sono você perde, em média por semana, por causa do uso de tecnologia à noite?";"Quantas vezes você trocou sua senha de e-mail ou redes sociais no último ano?";"Qual é o seu gênero?";"Qual é a sua escolaridade?";"Você utiliza alguma ferramenta de Inteligência Artificial?";"Qual ferramenta de IA você mais utiliza?";"Com que frequência você utiliza ferramentas de IA?";"Para qual finalidade você mais utiliza IA?";"Você confia nas informações geradas por ferramentas de IA?";"Você acredita que a IA vai substituir empregos humanos no futuro?";"Você sente que depende da tecnologia ou do celular para realizar tarefas do dia a dia?";"Você já usou a tecnologia para enganar ou prejudicar alguém?";"Você já foi vítima de algum golpe ou fraude digital?";"Você utiliza autenticação de dois fatores nas suas contas online?";"Você já compartilhou informações sem verificar se eram verdadeiras?";"Qual sistema operacional de celular você utiliza?";"Você acredita que a tecnologia trouxe mais benefícios do que malefícios para a sociedade?"
"03/09/2026 13:12:00";"R0457";"respondente0457@example.invalid";"28";"1";"11,7";"8,2";"9";"13";"24,72";"7";"0,8";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 13:19:00";"R0458";"respondente0458@example.invalid";"35";"6";"15,4";"10,5";"2";"6";"26,09";"22";"2,5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 13:26:00";"R0459";"respondente0459@example.invalid";"42";"3";"19,1";"0,7";"5";"11";"27,46";"11";"4,2";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 13:33:00";"R0460";"respondente0460@example.invalid";"49";"8";"22,8";"3";"8";"16";"28,83";"38";"5,9";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 13:40:00";"R0461";"respondente0461@example.invalid";"56";"5";"5";"5,3";"1";"1";"30,2";"16";"7,6";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 13:47:00";"R0462";"respondente0462@example.invalid";"20";"2";"8,7";"7,6";"4";"6";"31,57";"6";"9,3";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 13:54:00";"R0463";"respondente0463@example.invalid";"27";"7";"12,4";"9,9";"7";"16";"32,94";"5";"11";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 14:01:00";"R0464";"respondente0464@example.invalid";"34";"4";"16,1";"0,1";"10";"16";"34,31";"23";"0,6";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 14:08:00";"R0465";"respondente0465@example.invalid";"41";"1";"19,8";"2,4";"3";"1";"35,68";"33";"2,3";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 14:15:00";"R0466";"respondente0466@example.invalid";"48";"6";"2";"4,7";"6";"6";"37,05";"46";"4";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 14:22:00";"R0467";"respondente0467@example.invalid";"55";"3";"5,7";"7";"9";"11";"38,42";"31";"5,7";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 14:29:00";"R0468";"respondente0468@example.invalid";"19";"8";"9,4";"9,3";"2";"5";"39,79";"18";"7,4";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 14:36:00";"R0469";"respondente0469@example.invalid";"26";"5";"13,1";"11,6";"5";"5";"41,16";"8";"9,1";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 14:43:00";"R0470";"respondente0470@example.invalid";"33";"2";"16,8";"1,8";"8";"6";"42,53";"12";"10,8";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Não";"Sim";"Android";"Concordo"
"03/09/2026 14:50:00";"R0471";"respondente0471@example.invalid";"40";"7";"20,5";"4,1";"1";"11";"43,9";"30";"0,4";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 14:57:00";"R0472";"respondente0472@example.invalid";"47";"4";"2,7";"6,4";"4";"16";"45,27";"20";"2,1";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 15:04:00";"R0473";"respondente0473@example.invalid";"54";"1";"6,4";"8,7";"7";"1";"46,64";"52";"3,8";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 15:11:00";"R0474";"respondente0474@example.invalid";"18";"6";"10,1";"11";"10";"6";"48,01";"8";"5,5";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 15:18:00";"R0475";"respondente0475@example.invalid";"25";"3";"13,8";"1,2";"3";"1";"49,38";"19";"7,2";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 15:25:00";"R0476";"respondente0476@example.invalid";"32";"8";"17,5";"3,5";"6";"16";"50,75";"19";"8,9";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 15:32:00";"R0477";"respondente0477@example.invalid";"39";"5";"21,2";"5,8";"9";"1";"52,12";"5";"10,6";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Sim";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 15:39:00";"R0478";"respondente0478@example.invalid";"46";"2";"3,4";"8,1";"2";"6";"53,49";"45";"0,2";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 15:46:00";"R0479";"respondente0479@example.invalid";"53";"7";"7,1";"10,4";"5";"11";"54,86";"31";"1,9";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 15:53:00";"R0480";"respondente0480@example.invalid";"60";"4";"10,8";"0,6";"8";"16";"56,23";"49";"3,6";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 16:00:00";"R0481";"respondente0481@example.invalid";"24";"1";"14,5";"2,9";"1";"7";"57,6";"22";"5,3";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 16:07:00";"R0482";"respondente0482@example.invalid";"31";"6";"18,2";"5,2";"4";"6";"58,97";"18";"7";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 16:14:00";"R0483";"respondente0483@example.invalid";"38";"3";"21,9";"7,5";"7";"11";"60,34";"27";"8,7";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 16:21:00";"R0484";"respondente0484@example.invalid";"45";"8";"4,1";"9,8";"10";"16";"61,71";"38";"10,4";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Sim";"Sim";"Não";"Android";"Neutro"
"03/09/2026 16:28:00";"R0485";"respondente0485@example.invalid";"52";"5";"7,8";"0";"3";"1";"63,08";"18";"0";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 16:35:00";"R0486";"respondente0486@example.invalid";"59";"2";"11,5";"2,3";"6";"6";;"48";"1,7";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 16:42:00";"R0487";"respondente0487@example.invalid";"23";"7";"15,2";"4,6";"9";"13";"65,82";"5";"3,4";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 16:49:00";"R0488";"respondente0488@example.invalid";"30";"4";"18,9";"6,9";"2";"16";"67,19";"12";"5,1";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 16:56:00";"R0489";"respondente0489@example.invalid";"37";"1";"22,6";"9,2";"5";"1";"68,56";"29";"6,8";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 17:03:00";"R0490";"respondente0490@example.invalid";"44";"6";"4,8";"11,5";"8";"6";"69,93";"41";"8,5";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 17:10:00";"R0491";"respondente0491@example.invalid";"51";"3";"8,5";"1,7";"1";"11";"71,3";"13";"10,2";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 17:17:00";"R0492";"respondente0492@example.invalid";"58";"8";"12,2";"4";"4";"16";"72,67";"53";"11,9";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 17:24:00";"R0493";"respondente0493@example.invalid";"22";"5";"15,9";"6,3";"7";"1";"74,04";"11";"1,5";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 17:31:00";"R0494";"respondente0494@example.invalid";"29";"2";"19,6";"8,6";"10";"15";"75,41";"28";"3,2";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 17:38:00";"R0495";"respondente0495@example.invalid";"36";"7";"1,8";"10,9";"3";"11";"76,78";"14";"4,9";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 17:45:00";"R0496";"respondente0496@example.invalid";"43";"4";"5,5";"1,1";"6";"16";"78,15";"16";"6,6";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 17:52:00";"R0497";"respondente0497@example.invalid";"50";"1";"9,2";"3,4";"9";"1";"79,52";"16";"8,3";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 17:59:00";"R0498";"respondente0498@example.invalid";"57";"6";"12,9";"5,7";"2";"6";"80,89";"12";"10";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 18:06:00";"R0499";"respondente0499@example.invalid";"21";"3";"16,6";"8";"5";"5";"82,26";"11";"11,7";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 18:13:00";"R0500";"respondente0500@example.invalid";"28";"8";"20,3";"10,3";"8";"12";"83,63";"20";"1,3";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 18:20:00";"R0501";"respondente0501@example.invalid";"35";"5";"2,5";"0,5";"1";"1";"85";"15";"3";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 18:27:00";"R0502";"respondente0502@example.invalid";"42";"2";"6,2";"2,8";"4";"6";"86,37";"40";"4,7";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 18:34:00";"R0503";"respondente0503@example.invalid";"49";"7";"9,9";"5,1";"7";"11";"87,74";"27";"6,4";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 18:41:00";"R0504";"respondente0504@example.invalid";"56";"4";"13,6";"7,4";"10";"16";"89,11";"30";"8,1";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 18:48:00";"R0505";"respondente0505@example.invalid";"20";"1";"17,3";"9,7";"3";"1";"90,48";"14";"9,8";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 18:55:00";"R0506";"respondente0506@example.invalid";"27";"6";"21";"12";"6";"10";"91,85";"16";"11,5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 19:02:00";"R0507";"respondente0507@example.invalid";"34";"3";"3,2";"2,2";"9";"11";"93,22";"32";"1,1";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 19:09:00";"R0508";"respondente0508@example.invalid";"41";"8";"6,9";"4,5";"2";"16";"94,59";"38";"2,8";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 19:16:00";"R0509";"respondente0509@example.invalid";"48";"5";"10,6";"6,8";"5";"1";"95,96";"46";"4,5";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 19:23:00";"R0510";"respondente0510@example.invalid";"55";"2";"14,3";"9,1";"8";"6";"97,33";"54";"6,2";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 19:30:00";"R0511";"respondente0511@example.invalid";"19";"7";"18";"11,4";"1";"4";"98,7";"15";"7,9";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 19:37:00";"R0512";"respondente0512@example.invalid";"26";"4";"21,7";"1,6";"4";"12";"100,07";"19";"9,6";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Sim";"Não";"Sim";"Android";"Neutro"
"03/09/2026 19:44:00";"R0513";"respondente0513@example.invalid";"33";"1";"3,9";"3,9";"7";"1";"101,44";"9";"11,3";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 19:51:00";"R0514";"respondente0514@example.invalid";"40";"6";"7,6";"6,2";"10";"6";"102,81";"13";"0,9";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 19:58:00";"R0515";"respondente0515@example.invalid";"47";"3";"11,3";"8,5";"3";"11";"104,18";"31";"2,6";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 20:05:00";"R0516";"respondente0516@example.invalid";"54";"8";"15";"10,8";"6";"16";"105,55";"35";"4,3";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 20:12:00";"R0517";"respondente0517@example.invalid";"18";"5";"18,7";"1";"9";"5";"106,92";"13";"6";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 20:19:00";"R0518";"respondente0518@example.invalid";"25";"2";"22,4";"3,3";"2";"6";"108,29";"12";"7,7";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 20:26:00";"R0519";"respondente0519@example.invalid";"32";"7";"4,6";"5,6";"5";"11";"109,66";"6";"9,4";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Sim";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 20:33:00";"R0520";"respondente0520@example.invalid";"39";"4";"8,3";"7,9";"8";"16";"111,03";"36";"11,1";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 20:40:00";"R0521";"respondente0521@example.invalid";"46";"1";"12";"10,2";"1";"1";"112,4";"26";"0,7";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 20:47:00";"R0522";"respondente0522@example.invalid";"53";"6";"15,7";"0,4";"4";"6";"113,77";"24";"2,4";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 20:54:00";"R0523";"respondente0523@example.invalid";"60";"3";"19,4";"2,7";"7";"11";"115,14";"27";"4,1";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 21:01:00";"R0524";"respondente0524@example.invalid";"24";"8";"1,6";"5";"10";"12";"116,51";"20";"5,8";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 21:08:00";"R0525";"respondente0525@example.invalid";"31";"5";"5,3";"7,3";"3";"1";"117,88";"23";"7,5";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 21:15:00";"R0526";"respondente0526@example.invalid";"38";"2";"9";"9,6";"6";"6";"119,25";"5";"9,2";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 21:22:00";"R0527";"respondente0527@example.invalid";"45";"7";"12,7";"11,9";"9";"11";"120,62";"31";"10,9";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"03/09/2026 21:29:00";"R0528";"respondente0528@example.invalid";"52";"4";"16,4";"2,1";"2";"16";"121,99";"21";"0,5";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"03/09/2026 21:36:00";"R0529";"respondente0529@example.invalid";"59";"1";"20,1";"4,4";"5";"1";"123,36";"35";"2,2";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 21:43:00";"R0530";"respondente0530@example.invalid";"23";"6";"2,3";"6,7";"8";"7";"124,73";"10";"3,9";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 21:50:00";"R0531";"respondente0531@example.invalid";"30";"3";"6";"9";"1";"11";"126,1";"10";"5,6";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 21:57:00";"R0532";"respondente0532@example.invalid";"37";"8";"9,7";"11,3";"4";"16";"127,47";"22";"7,3";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 22:04:00";"R0533";"respondente0533@example.invalid";"44";"5";"13,4";"1,5";"7";"1";"128,84";"7";"9";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Sim";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 22:11:00";"R0534";"respondente0534@example.invalid";"51";"2";"17,1";"3,8";"10";"6";"130,21";"26";"10,7";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 22:18:00";"R0535";"respondente0535@example.invalid";"58";"7";"20,8";"6,1";"3";"11";"131,58";"49";"0,3";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 22:25:00";"R0536";"respondente0536@example.invalid";"22";"4";"3";"8,4";"6";"12";"132,95";"8";"2";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 22:32:00";"R0537";"respondente0537@example.invalid";"29";"1";"6,7";"10,7";"9";"2";"134,32";"21";"3,7";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"03/09/2026 22:39:00";"R0538";"respondente0538@example.invalid";"36";"6";"10,4";"0,9";"2";"6";"135,69";"22";"5,4";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 22:46:00";"R0539";"respondente0539@example.invalid";"43";"3";"14,1";"3,2";"5";"11";"137,06";"33";"7,1";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
